5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),Life Is Good (feat. Drake),rap,Future,237735
0nbXyq5TXYPCO7pr3N8S4I,The Box,Please Excuse Me For Being Antisocial,rap,Roddy Ricch,196653
3R8CyhJfVjvgIROd5RSGhQ,I Can See,Circles,rap,Mac Miller,220853
2Ec33AVlkTTq8BHFgBTdQs,Futsal Shuffle 2020,Futsal Shuffle 2020,rap,Lil Uzi Vert,198913
7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),Music To Be Murdered By,rap,Eminem,210800
2u3EyuCqqV31woqGvO9LBz,Sum 2 Prove,Sum 2 Prove,rap,Lil Baby,205760
2YwC2IM0ykBxtMBH9aMe5m,Money Talk,Money Talk,rap,Rich The Kid,174640
6Ozh9Ok6h4Oi1wUSLtBseN,BOP,KIRK,rap,DaBaby,159715
5rSVQzJQ5nMUcFJDkJMfzL,First Place,First Place,rap,Polo G,199992
1lO9CZo6eDrOy0S7khgryG,No Regrets (feat. Don Toliver),Music To Be Murdered By,rap,Eminem,200947
1iSqfoUFnQwV0QW1EfUit8,Suicidal,Melly vs. Melvin,rap,YNW Melly,222997
6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),JACKBOYS,rap,JACKBOYS,157712
2FvD20Z8aoWIePi7PoN8sG,TOES (feat. Lil Baby & Moneybagg Yo),KIRK,rap,DaBaby,136366
35Ycb1cMPK6tyNMsTepijg,Dead Man Walking (feat. Future),Dead Man Walking,rap,2 Chainz,135507
598yNsG1JFrGd4n2kMoz7F,Woah,Woah,rap,Lil Baby,183011
6Gg1gjgKi2AK4e0qzsR7sd,Bandit (with YoungBoy Never Broke Again),Bandit (with YoungBoy Never Broke Again),rap,Juice WRLD,189323
0jBJIQuToUUOEx7JJkiPzm,How I Move (feat. Lil Baby),How I Move (feat. Lil Baby),rap,Flipp Dinero,224916
4bl1HBZliBuYpFZjWgefE4,Peta (feat. Meek Mill),Please Excuse Me For Being Antisocial,rap,Roddy Ricch,198849
6YfTl5YupXOQBKiJJLrxcw,Death (feat. DaBaby),Death (feat. DaBaby),rap,Trippie Redd,172196
56AMYGJzxBO6p8v0wEe9de,Hot (Remix) [feat. Gunna and Travis Scott],Hot (Remix) [feat. Gunna and Travis Scott],rap,Young Thug,279907
5FkoSXiJPKTNyYgALRJFhD,ORANGE SODA,DIE FOR MY BITCH,rap,Baby Keem,129882
07KXEDMj78x68D884wgVEm,High Fashion (feat. Mustard),Please Excuse Me For Being Antisocial,rap,Roddy Ricch,220487
0fySG6A6qLE8IvDpayb5bM,VIBEZ,KIRK,rap,DaBaby,144935
3RZftiuTcLOqpsd8ZlwNhr,Hop Off A Jet (feat. Travis Scott),So Much Fun (Deluxe),rap,Young Thug,174067
09TZsMHXEtQkdmMJZPLKup,UP THE SMOKE (with Offset),UP THE SMOKE (with Offset),rap,Stunna 4 Vegas,188048
3Gzcb65waeZYidm0vSaelM,Red Light,Red Light,rap,Tee Grizzley,127347
3VyjsVV24RmBIbWJAeUJNu,No Idea,No Idea,rap,Don Toliver,153750
735RSTb2xbtWbDtKD9XDYi,Somebody,Somebody,rap,Internet Money,174333
35Xf2ABjPzUXKz19akd7Jj,Famous Hoes,Famous Hoes,rap,NLE Choppa,135460
0eHFPf7gom9ztF7Jc6FP6C,What I Please (feat. Denzel Curry),What I Please (feat. Denzel Curry),rap,Smokepurpp,140591
3yD2LWeCCFu7ybBO3lwbXM,U Played (feat. Lil Baby),U Played (feat. Lil Baby),rap,Moneybagg Yo,164754
6klLvorLoo1sxvZcjJIY8I,Make No Sense,AI YoungBoy 2,rap,YoungBoy Never Broke Again,148630
05JdgtCKkZ5CoOjM5KS4EG,"Camelot (feat. Yo Gotti BlocBoy JB & Moneybagg Yo) - Remix","Camelot (feat. Yo Gotti BlocBoy JB & Moneybagg Yo) [Remix]",rap,NLE Choppa,198694
